# Lyresong Tabulature Format
# Title: Odyssey Book 9 - Lyresong A4-G4-E4-A4 for scale E4,F4,G4,A4,B4,C5,D5
# Subtitle: Odyssey Book 9 - 566/566 lines passed prosody validation
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Notes | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
#

  1  | C5= G4 F4 G4= D5 A4 D5= B4 D5 D5= B4 D5 A4= F4 C5 B4= D5=    | τὸν δ’ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς·                                  | 0.751
  2  | C5= D5 A4 B4= A4-F4 C5= D5= D5= D5 B4 D5= G4 B4 G4= D5-B4    | Ἀλκίνοε κρεῖον, πάντων ἀριδείκετε λαῶν,                                          | 0.702
  3  | D5= D5= B4= D5 B4 E4= A4 A4 C5= D5 C5 B4= G4 A4 A4= C5-A4    | ἤτοι μὲν τόδε καλὸν ἀκουέμεν ἐστὶν ἀοιδοῦ                                        | 0.752
  4  | B4= B4-A4 B4-A4 F4 E4 G4= A4 B4 B4-A4 C5 D5 D5= C5 A4 G4= B4= | τοιοῦδ’ οἷος ὅδ’ ἐστί, θεοῖς ἐναλίγκιος αὐδήν.                                   | 0.702
  5  | E4= B4 G4 G4= E4 E4 G4= A4 A4 G4= B4 F4 B4= G4 B4 D5-C5 B4=  | οὐ γὰρ ἔγωγέ τί φημι τέλος χαριέστερον εἶναι                                     | 0.769
  6  | G4= A4 G4 F4= G4 D5 C5= D5 D5 C5= D5 C5 C5-B4 C5 D5 G4= G4=  | ἢ ὅτ’ ἐϋφροσύνη μὲν ἔχῃ κάτα δῆμον ἅπαντα,                                       | 0.738
  7  | C5= D5 D5 B4= D5 B4 D5= C5 D5 B4= D5= B4= G4 F4 A4= B4-A4    | δαιτυμόνες δ’ἀνὰ δώματ’ ἀκουάζωνται ἀοιδοῦ                                       | 0.734
  8  | D5= B4 G4 B4= D5= B4= A4 C5 D5= D5= B4= D5 D5 C5= B4=        | ἥμενοι ἑξείης, παρὰ δὲ πλήθωσι τράπεζαι                                          | 0.665
  9  | D5= B4= G4= G4= D5-B4 D5 D5 D5= C5= A4-F4 A4 A4 D5= B4=      | σίτου καὶ κρειῶν, μέθυ δ’ἐκ κρητῆρος ἀφύσσων                                     | 0.727
 10  | A4= G4 D5 B4= B4 D5 D5= B4 D5 C5= D5= D5= C5 D5 D5= D5=      | οἰνοχόος φορέῃσι καὶ ἐγχείῃ δεπάεσσι·                                            | 0.749
 11  | B4-A4 D5 B4 D5= G4= G4= E4 G4 G4= C5 D5 D5= D5 D5 D5-C5 D5=  | τοῦτό τί μοι κάλλιστον ἐνὶ φρεσὶν εἴδεται εἶναι.                                 | 0.724
 12  | A4= C5 G4 G4= G4 F4 F4= F4 F4 A4= B4 F4 G4= G4 D5 B4= D5=    | σοὶ δ’ἐμὰ κήδεα θυμὸς ἐπετράπετο στονόεντα                                       | 0.765
 13  | D5= G4= B4= D5 B4 C5-A4 A4 F4 F4= D5 B4 B4= D5 D5 D5= C5=    | εἴρεσθ’, ὄφρ’ ἔτι μᾶλλον ὀδυρόμενος στεναχίζω·                                   | 0.723
 14  | C5= G4-F4 G4= A4 C5 C5= C5 B4 C5= C5 A4 G4= E4 G4 B4= A4=    | τί πρῶτόν τοι ἔπειτα, τί δ’ὑστάτιον καταλέξω;                                    | 0.755
 15  | D5= B4 C5 D5= B4= D5= B4 D5 B4= G4 F4 A4= B4 D5 B4= C5=      | κήδε’ ἐπεί μοι πολλὰ δόσαν θεοὶ Οὐρανίωνες.                                      | 0.727
 16  | D5-B4 D5 F4 C5= D5-B4 D5= D5= D5= D5 A4 D5= G4 D5 B4= D5-B4  | νῦν δ’ὄνομα πρῶτον μυθήσομαι, ὄφρα καὶ ὑμεῖς                                     | 0.687
 17  | D5= G4 G4 G4= C5 D5 G4= A4 A4 G4= D5 D5 G4= G4 G4 A4-F4 G4=  | εἴδετ’, ἐγὼ δ’ἂν ἔπειτα φυγὼν ὕπο νηλεὲς ἦμαρ                                    | 0.758
 18  | A4= D5-B4 B4-G4 D5 D5 F4= F4 A4 D5= C5 A4 D5= D5 B4 D5= D5=  | ὑμῖν ξεῖνος ἔω καὶ ἀπόπροθι δώματα ναίων.                                        | 0.746
 19  | A4= A4 F4 A4= A4= G4= B4 D5 G4= B4= C5-B4 A4 D5 A4= A4=      | εἴμ’ Ὀδυσεὺς Λαερτιάδης, ὃς πᾶσι δόλοισιν                                        | 0.687
 20  | E4= D5= G4= B4 D5 A4= G4= D5= D5 D5 D5= D5 D5 D5= C5=        | ἀνθρώποισι μέλω, καί μευ κλέος οὐρανὸν ἵκει.                                     | 0.723
 21  | E4= G4 D5 G4= D5 D5 B4= B4= D5= C5 A4 B4= D5 B4 F4= C5-A4    | ναιετάω δ’Ἰθάκην εὐδείελον· ἐν δ’ὄρος αὐτῇ                                       | 0.704
 22  | C5= F4 G4 B4= G4 C5 C5= C5 A4 E4= E4 A4 B4= B4 F4 G4-F4 F4=  | Νήριτον εἰνοσίφυλλον, ἀριπρεπές· ἀμφὶ δὲ νῆσοι                                   | 0.754
 23  | C5= D5= B4= D5 D5 C5= D5 D5 B4= G4 E4 G4= D5= C5= D5=        | πολλαὶ ναιετάουσι μάλα σχεδὸν ἀλλήλῃσι,                                          | 0.745
 24  | D5= D5 B4 E4= A4 D5 G4= A4 C5 B4= D5= D5= B4 D5 B4= B4=      | Δουλίχιόν τε Σάμη τε καὶ ὑλήεσσα Ζάκυνθος.                                       | 0.730
 25  | G4= C5= G4= E4 G4 E4= A4 A4 A4= A4 F4 F4= C5 D5 B4-A4 C5=    | αὐτὴ δὲ χθαμαλὴ πανυπερτάτη εἰν ἁλὶ κεῖται                                       | 0.764
 26  | C5= D5 B4 G4= A4 D5 B4= G4 A4 F4= A4-F4 D5= D5 D5 G4= D5=    | πρὸς ζόφον, αἱ δέ τ’ἄνευθε πρὸς ἠῶ τ’ἠέλιόν τε,                                  | 0.726
 27  | B4= D5-C5 A4= A4 A4 A4= F4= G4= D5 F4 A4= A4 D5 G4= G4=      | τρηχεῖ’, ἀλλ’ ἀγαθὴ κουροτρόφος· οὔ τι ἔγωγε                                     | 0.696
 28  | A4-F4 D5= C5= D5 C5 C5= G4 B4 D5= A4 B4 D5= D5 D5 D5= B4=    | ἧς γαίης δύναμαι γλυκερώτερον ἄλλο ἰδέσθαι.                                      | 0.756
 29  | A4-F4 F4= G4= G4 D5 G4= B4 E4 G4= D5= C5-A4 F4 G4 D5= C5=    | ἦ μέν μ’αὐτόθ’ ἔρυκε Καλυψώ, δῖα θεάων,                                          | 0.697
 30  | D5= C5= F4= A4 A4 B4-A4 B4 B4 A4= B4 B4 B4= G4 G4 B4-A4 B4=  | ἐν σπέσσι γλαφυροῖσι, λιλαιομένη πόσιν εἶναι·                                    | 0.727
 31  | A4= B4= G4= G4= G4= E4 B4 B4= B4 G4 A4= G4 D5 B4= C5=        | ὣς δ’αὔτως Κίρκη κατερήτυεν ἐν μεγάροισιν                                        | 0.749
 32  | B4= B4= G4= B4 D5 D5= A4 F4 E4= G4 G4 E4= G4 G4 C5-B4 G4=    | Αἰαίη δολόεσσα, λιλαιομένη πόσιν εἶναι·                                          | 0.763
 33  | B4= A4 B4 C5= A4 B4 G4= E4 B4 A4= D5= B4= D5 D5 B4= D5=      | ἀλλ’ ἐμὸν οὔ ποτε θυμὸν ἐνὶ στήθεσσιν ἔπειθεν.                                   | 0.728
 34  | B4= A4= C5= D5 G4 B4= B4-G4 D5= D5 G4 E4= G4 D5 D5= D5=      | ὣς οὐδὲν γλύκιον ἧς πατρίδος οὐδὲ τοκήων                                         | 0.704
 35  | D5= B4 G4 F4= G4= A4= B4 D5 D5= C5 D5 D5= C5 D5 B4-A4 B4=    | γίνεται, εἴ περ καί τις ἀπόπροθι πίονα οἶκον                                     | 0.734
 36  | D5= D5 B4 F4= A4 A4 C5-A4 D5= B4= D5 D5 D5= B4 D5 D5= B4=    | γαίῃ ἐν ἀλλοδαπῇ ναίει ἀπάνευθε τοκήων.                                          | 0.711
 37  | B4= D5 C5 D5= B4= D5= C5 A4 G4= E4 F4 G4= B4 D5 D5= C5=      | εἰ δ’ἄγε τοι καὶ νόστον ἐμὸν πολυκηδέ’ ἐνίσπω,                                   | 0.736
 38  | C5= D5= B4= D5 D5 B4= A4 F4 G4= D5= B4= D5 B4 D5= C5=        | ὅν μοι Ζεὺς ἐφέηκεν ἀπὸ Τροίηθεν ἰόντι.                                          | 0.718
 39  | G4= G4 C5 G4= A4 C5 G4= B4 G4 G4= E4 G4 G4= E4 D5 B4= C5=    | Ἰλιόθεν με φέρων ἄνεμος Κικόνεσσι πέλασσεν,                                      | 0.772
 40  | B4= D5 C5 D5= B4 G4 B4= D5 B4 D5= B4 C5 D5= B4 A4 F4= A4=    | Ἰσμάρῳ. ἔνθα δ’ἐγὼ πόλιν ἔπραθον, ὤλεσα δ’αὐτούς·                                | 0.796
 41  | G4= D5 C5 D5= D5 D5 D5= B4= D5= D5 D5 B4= G4 E4 D5= A4=      | ἐκ πόλιος δ’ἀλόχους καὶ κτήματα πολλὰ λαβόντες                                   | 0.720
 42  | G4= D5 C5 G4= G4= F4= A4 G4 B4= D5 C5 D5= D5 C5 D5= G4=      | δασσάμεθ’, ὡς μή τίς μοι ἀτεμβόμενος κίοι ἴσης.                                  | 0.733
 43  | C5= D5= B4= E4 B4 B4= G4 G4 B4-G4 A4 F4 G4= D5 G4 E4= G4=    | ἔνθ’ ἤτοι μὲν ἐγὼ διερῷ ποδὶ φευγέμεν ἡμέας                                      | 0.729
 44  | B4= D5= C5= A4= F4= D5 C5 D5= B4 G4 A4= B4 D5 B4= D5=        | ἠνώγεα, τοὶ δὲ μέγα νήπιοι οὐκ ἐπίθοντο.                                         | 0.748
 45  | D5= D5 G4 C5= C5= A4= D5 B4 D5= D5 D5 A4= B4 A4 A4-F4 A4=    | ἔνθα δὲ πολλὸν μὲν μέθυ πίνετο, πολλὰ δὲ μῆλα                                    | 0.731
 46  | D5= B4= C5= D5 G4 G4-F4 G4 A4 B4= D5 C5 D5= D5 C5 A4= A4-G4  | ἔσφαζον παρὰ θῖνα καὶ εἰλίποδας ἕλικας βοῦς·                                     | 0.715
 47  | A4= G4 A4 A4= C5 A4 C5= D5 B4 E4= F4 B4 F4= F4 E4 G4= F4=    | τόφρα δ’ἄρ’ οἰχόμενοι Κίκονες Κικόνεσσι γεγώνευν,                                | 0.753
 48  | A4= C5= D5= B4 G4 D5-B4 D5 D5 D5= D5 D5 B4= G4 B4 D5= A4=    | οἵ σφιν γείτονες ἦσαν, ἅμα πλέονες καὶ ἀρείους,                                  | 0.742
