# Lyresong Tabulature Format
# Title: Iliad Book 9 for scale E4,F4,G4,A4,B4,C5,D5
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Melody | Harmony | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
# Harmony is written as a parallel voice below the melody
#

  1  | B4= D5= B4= B4-A4 C5= D5 G4 B4= D5 B4 G4= F4 A4 B4= G4= | B4+D5+F4= D5+F4+A4= B4+D5+F4= B4+D5-A4+E4 C5+E4+G4= D5+F4+A4 G4+B4+D5 B4+D5+F4= D5+F4+A4 B4+D5+F4 G4+B4+D5= F4+A4+C5 A4+C5+E4 B4+D5+F4= G4+B4+D5= | ὣς οἱ μὲν Τρῶες φυλακὰς ἔχον· αὐτὰρ Ἀχαιοὺς                  | 0.759
  2  | A4= E4 A4 A4= D5 B4 B4= A4 A4 F4= E4 B4 B4= G4 C5 D5= C5= | A4+C5+E4= E4+G4+B4 A4+C5+E4 A4+C5+E4= D5+F4+A4 B4+D5+F4 B4+D5+F4= A4+C5+E4 A4+C5+E4 F4+A4+C5= E4+G4+B4 B4+D5+F4 B4+D5+F4= G4+B4+D5 C5+E4+G4 D5+F4+A4= C5+E4+G4= | θεσπεσίη ἔχε φύζα φόβου κρυόεντος ἑταίρη,                    | 0.761
  3  | D5= G4 B4 C5= D5= D5= D5 D5 D5= C5 A4 D5= B4 D5 G4= F4= | D5+F4+A4= G4+B4+D5 B4+D5+F4 C5+E4+G4= D5+F4+A4= D5+F4+A4= D5+F4+A4 D5+F4+A4 D5+F4+A4= C5+E4+G4 A4+C5+E4 D5+F4+A4= B4+D5+F4 D5+F4+A4 G4+B4+D5= F4+A4+C5= | πένθεϊ δ’ἀτλήτῳ βεβολήατο πάντες ἄριστοι.                    | 0.739
  4  | G4= D5 F4 C5= F4 F4 C5= B4 G4 B4= B4 A4 F4= G4 B4 E4= F4= | G4+B4+D5= D5+F4+A4 F4+A4+C5 C5+E4+G4= F4+A4+C5 F4+A4+C5 C5+E4+G4= B4+D5+F4 G4+B4+D5 B4+D5+F4= B4+D5+F4 A4+C5+E4 F4+A4+C5= G4+B4+D5 B4+D5+F4 E4+G4+B4= F4+A4+C5= | ὡς δ’ἄνεμοι δύο πόντον ὀρίνετον ἰχθυόεντα                    | 0.756
  5  | B4= C5= D5= D5 B4 G4= B4= D5= D5= C5= D5 D5 B4= A4= | B4+D5+F4= C5+E4+G4= D5+F4+A4= D5+F4+A4 B4+D5+F4 G4+B4+D5= B4+D5+F4= D5+F4+A4= D5+F4+A4= C5+E4+G4= D5+F4+A4 D5+F4+A4 B4+D5+F4= A4+C5+E4= | Βορέης καὶ Ζέφυρος, τώ τε Θρῄκηθεν ἄητον                     | 0.721
  6  | F4= G4= B4= B4 D5 B4= D5 A4 A4= A4 A4 C5-B4 A4 A4 G4= G4= | F4+A4+C5= G4+B4+D5= B4+D5+F4= B4+D5+F4 D5+F4+A4 B4+D5+F4= D5+F4+A4 A4+C5+E4 A4+C5+E4= A4+C5+E4 A4+C5+E4 C5+E4-B4+F4 A4+C5+E4 A4+C5+E4 G4+B4+D5= G4+B4+D5= | ἐλθόντ’ ἐξαπίνης· ἄμυδις δέ τε κῦμα κελαινὸν                 | 0.738
  7  | C5= D5 B4 A4= G4= F4= E4 G4 B4= D5 B4 B4-A4 C5 D5 C5= D5= | C5+E4+G4= D5+F4+A4 B4+D5+F4 A4+C5+E4= G4+B4+D5= F4+A4+C5= E4+G4+B4 G4+B4+D5 B4+D5+F4= D5+F4+A4 B4+D5+F4 B4+D5-A4+E4 C5+E4+G4 D5+F4+A4 C5+E4+G4= D5+F4+A4= | κορθύεται, πολλὸν δὲ παρὲξ ἅλα φῦκος ἔχευεν·                 | 0.693
  8  | E4= A4 D5 D5= D5 D5 C5= C5 D5 D5= D5= A4= A4 A4 B4= A4-F4 | E4+G4+B4= A4+C5+E4 D5+F4+A4 D5+F4+A4= D5+F4+A4 D5+F4+A4 C5+E4+G4= C5+E4+G4 D5+F4+A4 D5+F4+A4= D5+F4+A4= A4+C5+E4= A4+C5+E4 A4+C5+E4 B4+D5+F4= A4+C5-F4+C5 | ὣς ἐδαΐζετο θυμὸς ἐνὶ στήθεσσιν Ἀχαιῶν.                      | 0.749
  9  | F4= A4 C5 G4= A4 G4 G4= G4 B4 A4= A4 B4 E4= B4 B4 D5-C5 C5= | F4+A4+C5= A4+C5+E4 C5+E4+G4 G4+B4+D5= A4+C5+E4 G4+B4+D5 G4+B4+D5= G4+B4+D5 B4+D5+F4 A4+C5+E4= A4+C5+E4 B4+D5+F4 E4+G4+B4= B4+D5+F4 B4+D5+F4 D5+F4-C5+G4 C5+E4+G4= | Ἀτρεΐδης δ’ἄχεϊ μεγάλῳ βεβολημένος ἦτορ                      | 0.766
 10  | D5= B4= D5= D5= A4= A4 B4 D5= D5= G4= E4 G4 D5= A4= | D5+F4+A4= B4+D5+F4= D5+F4+A4= D5+F4+A4= A4+C5+E4= A4+C5+E4 B4+D5+F4 D5+F4+A4= D5+F4+A4= G4+B4+D5= E4+G4+B4 G4+B4+D5 D5+F4+A4= A4+C5+E4= | φοίτα κηρύκεσσι λιγυφθόγγοισι κελεύων                        | 0.710
