# Lyresong Tabulature Format
# Title: Odyssey Book 10 - Lyresong A4-G4-E4-A4 for scale E4,F4,G4,A4,B4,C5,D5
# Subtitle: Odyssey Book 10 - 574/574 lines passed prosody validation
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Notes | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
#

  1  | C5= D5 D5 B4= G4= B4-A4 F4 G4 B4= D5 B4 D5= B4 D5 B4= G4=    | Αἰολίην δ’ἐς νῆσον ἀφικόμεθ’· ἔνθα δ’ἔναιεν                                      | 0.737
  2  | D5= G4 B4 B4= B4 D5 E4= G4 F4 F4= F4 C5 B4= E4 E4 B4-A4 A4=  | Αἴολος Ἱπποτάδης, φίλος ἀθανάτοισι θεοῖσι,                                       | 0.755
  3  | A4= B4-G4 G4 D5= D5= C5= B4-G4 G4= E4 A4 B4= D5 A4 A4-F4 A4= | πλωτῇ ἐνὶ νήσῳ· πᾶσαν δέ τέ μιν πέρι τεῖχος                                      | 0.704
  4  | D5= D5 B4 D5= B4= G4= A4= E4= G4 A4 D5= C5 C5 D5= C5=        | χάλκεον ἄρρηκτον, λισσὴ δ’ἀναδέδρομε πέτρη.                                      | 0.716
  5  | A4-F4 A4= D5= D5 C5 D5-B4 G4 E4 A4= A4 D5 D5= C5 D5 D5= F4=  | τοῦ καὶ δώδεκα παῖδες ἐνὶ μεγάροις γεγάασιν,                                     | 0.725
  6  | G4= G4= D5= C5 D5 B4= B4= D5= D5 D5 C5= D5= D5= D5=          | ἓξ μὲν θυγατέρες, ἓξ δ’υἱέες ἡβώοντες·                                           | 0.686
  7  | C5= C5 A4 C5= G4 D5 D5= D5 D5 D5= D5 F4 C5-A4 B4 D5 D5= B4=  | ἔνθ’ ὅ γε θυγατέρας πόρεν υἱάσιν εἶναι ἀκοίτις.                                  | 0.753
  8  | F4= A4= A4= G4 G4 G4= B4 D5 G4= B4= G4= D5 A4 A4= D5-C5      | οἱ δ’αἰεὶ παρὰ πατρὶ φίλῳ καὶ μητέρι κεδνῇ                                       | 0.698
  9  | D5= C5= B4= G4 E4 F4= G4 A4 D5= B4 C5 D5= D5 B4 B4-A4 C5=    | δαίνυνται, παρὰ δέ σφιν ὀνείατα μυρία κεῖται,                                    | 0.751
 10  | A4= A4-F4 G4= G4 D5 B4-G4 G4 G4 A4= A4 D5 D5= C5 E4 G4= C5-A4 | κνισῆεν δέ τε δῶμα περιστεναχίζεται αὐλῇ                                         | 0.721
 11  | D5= B4 C5 D5= A4= B4-G4 E4 E4 G4= D5= D5= D5 D5 D5= C5=      | ἤματα· νύκτας δ’αὖτε παρ’ αἰδοίῃς ἀλόχοισιν                                      | 0.706
 12  | D5= B4= G4= B4 D5 B4= G4 F4 A4= B4= B4-A4 C5 D5 B4= C5=      | εὕδουσ’ ἔν τε τάπησι καὶ ἐν τρητοῖσι λέχεσσι.                                    | 0.713
 13  | A4= G4= B4-G4 B4 D5 D5= B4 D5 C5= C5= D5= A4 F4 E4= E4=      | καὶ μὲν τῶν ἱκόμεσθα πόλιν καὶ δώματα καλά.                                      | 0.688
 14  | A4-G4 B4 C5 D5= G4 G4 F4= A4 C5 A4= G4 C5 F4= G4 F4 F4= E4=  | μῆνα δὲ πάντα φίλει με καὶ ἐξερέεινεν ἕκαστα,                                    | 0.763
 15  | F4= F4 F4 F4= G4= G4= A4 G4 E4= B4= B4= A4 B4 G4= C5-B4      | Ἴλιον Ἀργείων τε νέας καὶ νόστον Ἀχαιῶν·                                         | 0.663
 16  | A4= A4 F4 A4= D5-C5 D5= A4 F4 A4= B4-A4 A4= A4 D5 B4= B4=    | καὶ μὲν ἐγὼ τῷ πάντα κατὰ μοῖραν κατέλεξα.                                       | 0.684
