# Lyresong Tabulature Format
# Title: Odyssey Book 8 for scale E4,F4,G4,A4,B4,C5,D5
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Melody | Harmony | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
# Harmony is written as a parallel voice below the melody
#

  1  | C5-A4 C5= D5= G4 D5 B4= D5 D5 D5= B4 D5 D5= A4 F4 E4= A4= | C5+E4-A4+E4 C5+E4+G4= D5+F4+A4= G4+B4+D5 D5+F4+A4 B4+D5+F4= D5+F4+A4 D5+F4+A4 D5+F4+A4= B4+D5+F4 D5+F4+A4 D5+F4+A4= A4+C5+E4 F4+A4+C5 E4+G4+B4= A4+C5+E4= | ἦμος δ’ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,                      | 0.765
  2  | D5= G4 E4 A4= D5= B4-G4 G4 G4 A4= D5 B4 D5= D5 D5 C5= D5= | D5+F4+A4= G4+B4+D5 E4+G4+B4 A4+C5+E4= D5+F4+A4= B4+D5-G4+D5 G4+B4+D5 G4+B4+D5 A4+C5+E4= D5+F4+A4 B4+D5+F4 D5+F4+A4= D5+F4+A4 D5+F4+A4 C5+E4+G4= D5+F4+A4= | ὤρνυτ’ ἄρ’ ἐξ εὐνῆς ἱερὸν μένος Ἀλκινόοιο,                   | 0.736
  3  | B4= D5 A4 A4= A4 G4 A4= C5-B4 A4= B4 D5 G4= A4 F4 F4= F4= | B4+D5+F4= D5+F4+A4 A4+C5+E4 A4+C5+E4= A4+C5+E4 G4+B4+D5 A4+C5+E4= C5+E4-B4+F4 A4+C5+E4= B4+D5+F4 D5+F4+A4 G4+B4+D5= A4+C5+E4 F4+A4+C5 F4+A4+C5= F4+A4+C5= | ἂν δ’ἄρα διογενὴς ὦρτο πτολίπορθος Ὀδυσσεύς.                 | 0.710
  4  | G4-F4 F4= G4= B4 D5 A4= G4 D5 D5= D5 A4 A4= C5 C5 A4= B4= | G4+B4-F4+C5 F4+A4+C5= G4+B4+D5= B4+D5+F4 D5+F4+A4 A4+C5+E4= G4+B4+D5 D5+F4+A4 D5+F4+A4= D5+F4+A4 A4+C5+E4 A4+C5+E4= C5+E4+G4 C5+E4+G4 A4+C5+E4= B4+D5+F4= | τοῖσιν δ’ἡγεμόνευ’ ἱερὸν μένος Ἀλκινόοιο                     | 0.754
  5  | C5= D5= B4= G4 F4 G4= A4= B4= D5 A4 C5= D5 D5 C5= A4= | C5+E4+G4= D5+F4+A4= B4+D5+F4= G4+B4+D5 F4+A4+C5 G4+B4+D5= A4+C5+E4= B4+D5+F4= D5+F4+A4 A4+C5+E4 C5+E4+G4= D5+F4+A4 D5+F4+A4 C5+E4+G4= A4+C5+E4= | Φαιήκων ἀγορήνδ’, ἥ σφιν παρὰ νηυσὶ τέτυκτο.                 | 0.705
  6  | B4= D5= B4= A4 G4 B4-G4 E4 G4 F4= A4= B4-G4 C5 D5 G4= G4= | B4+D5+F4= D5+F4+A4= B4+D5+F4= A4+C5+E4 G4+B4+D5 B4+D5-G4+D5 E4+G4+B4 G4+B4+D5 F4+A4+C5= A4+C5+E4= B4+D5-G4+D5 C5+E4+G4 D5+F4+A4 G4+B4+D5= G4+B4+D5= | ἐλθόντες δὲ καθῖζον ἐπὶ ξεστοῖσι λίθοισι                     | 0.718
  7  | A4= B4 B4 G4= C5 F4 G4= E4 G4 C5= A4 F4 E4= A4 D5 D5= A4= | A4+C5+E4= B4+D5+F4 B4+D5+F4 G4+B4+D5= C5+E4+G4 F4+A4+C5 G4+B4+D5= E4+G4+B4 G4+B4+D5 C5+E4+G4= A4+C5+E4 F4+A4+C5 E4+G4+B4= A4+C5+E4 D5+F4+A4 D5+F4+A4= A4+C5+E4= | πλησίον. ἡ δ’ἀνὰ ἄστυ μετῴχετο Παλλὰς Ἀθήνη                  | 0.764
  8  | C5= D5 D5 B4= D5= B4= A4 F4 D5= B4 D5 G4= B4 D5 C5= D5= | C5+E4+G4= D5+F4+A4 D5+F4+A4 B4+D5+F4= D5+F4+A4= B4+D5+F4= A4+C5+E4 F4+A4+C5 D5+F4+A4= B4+D5+F4 D5+F4+A4 G4+B4+D5= B4+D5+F4 D5+F4+A4 C5+E4+G4= D5+F4+A4= | εἰδομένη κήρυκι δαΐφρονος Ἀλκινόοιο,                         | 0.738
  9  | D5= C5 B4 G4= G4-F4 G4= F4 G4 D5= G4 G4 A4= B4 D5 G4= G4= | D5+F4+A4= C5+E4+G4 B4+D5+F4 G4+B4+D5= G4+B4-F4+C5 G4+B4+D5= F4+A4+C5 G4+B4+D5 D5+F4+A4= G4+B4+D5 G4+B4+D5 A4+C5+E4= B4+D5+F4 D5+F4+A4 G4+B4+D5= G4+B4+D5= | νόστον Ὀδυσσῆϊ μεγαλήτορι μητιόωσα,                          | 0.718
 10  | E4= G4 G4 G4= G4= F4= D5 C5 G4= A4 C5 B4= B4 B4 D5-C5 A4= | E4+G4+B4= G4+B4+D5 G4+B4+D5 G4+B4+D5= G4+B4+D5= F4+A4+C5= D5+F4+A4 C5+E4+G4 G4+B4+D5= A4+C5+E4 C5+E4+G4 B4+D5+F4= B4+D5+F4 B4+D5+F4 D5+F4-C5+G4 A4+C5+E4= | καί ῥα ἑκάστῳ φωτὶ παρισταμένη φάτο μῦθον·                   | 0.722
