# Lyresong Tabulature Format
# Title: Iliad Book 4 for scale E4,F4,G4,A4,B4,C5,D5
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Melody | Harmony | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
# Harmony is written as a parallel voice below the melody
#

  1  | A4= A4 F4 A4= A4= A4= A4 B4 D5= B4 G4 A4= A4 D5 A4= A4= | A4+C5+E4= A4+C5+E4 F4+A4+C5 A4+C5+E4= A4+C5+E4= A4+C5+E4= A4+C5+E4 B4+D5+F4 D5+F4+A4= B4+D5+F4 G4+B4+D5 A4+C5+E4= A4+C5+E4 D5+F4+A4 A4+C5+E4= A4+C5+E4= | Οἳ δὲ θεοὶ πὰρ Ζηνὶ καθήμενοι ἠγορόωντο                      | 0.749
  2  | C5= C5= E4= F4 C5 G4= G4 E4 E4= E4 E4 A4= E4 E4 B4= B4= | C5+E4+G4= C5+E4+G4= E4+G4+B4= F4+A4+C5 C5+E4+G4 G4+B4+D5= G4+B4+D5 E4+G4+B4 E4+G4+B4= E4+G4+B4 E4+G4+B4 A4+C5+E4= E4+G4+B4 E4+G4+B4 B4+D5+F4= B4+D5+F4= | χρυσέῳ ἐν δαπέδῳ, μετὰ δέ σφισι πότνια Ἥβη                   | 0.751
  3  | D5= B4 D5 B4= D5 D5 B4= G4= E4= F4 D5 C5= D5 D5 B4= D5= | D5+F4+A4= B4+D5+F4 D5+F4+A4 B4+D5+F4= D5+F4+A4 D5+F4+A4 B4+D5+F4= G4+B4+D5= E4+G4+B4= F4+A4+C5 D5+F4+A4 C5+E4+G4= D5+F4+A4 D5+F4+A4 B4+D5+F4= D5+F4+A4= | νέκταρ ἐοινοχόει· τοὶ δὲ χρυσέοις δεπάεσσι                   | 0.726
  4  | B4= D5 D5 B4= D5= D5= D5= D5= D5 A4 F4= B4 D5 G4= G4= | B4+D5+F4= D5+F4+A4 D5+F4+A4 B4+D5+F4= D5+F4+A4= D5+F4+A4= D5+F4+A4= D5+F4+A4= D5+F4+A4 A4+C5+E4 F4+A4+C5= B4+D5+F4 D5+F4+A4 G4+B4+D5= G4+B4+D5= | δειδέχατ’ ἀλλήλους, Τρώων πόλιν εἰσορόωντες·                 | 0.713
  5  | B4= D5 B4 A4= B4-A4 B4= C5 D5 B4= G4 E4 F4= D5 B4 D5= B4= | B4+D5+F4= D5+F4+A4 B4+D5+F4 A4+C5+E4= B4+D5-A4+E4 B4+D5+F4= C5+E4+G4 D5+F4+A4 B4+D5+F4= G4+B4+D5 E4+G4+B4 F4+A4+C5= D5+F4+A4 B4+D5+F4 D5+F4+A4= B4+D5+F4= | αὐτίκ’ ἐπειρᾶτο Κρονίδης ἐρεθιζέμεν Ἥρην                     | 0.720
  6  | D5= B4 D5 G4= B4 D5 D5= G4 E4 G4= D5= B4= C5 A4 D5= B4= | D5+F4+A4= B4+D5+F4 D5+F4+A4 G4+B4+D5= B4+D5+F4 D5+F4+A4 D5+F4+A4= G4+B4+D5 E4+G4+B4 G4+B4+D5= D5+F4+A4= B4+D5+F4= C5+E4+G4 A4+C5+E4 D5+F4+A4= B4+D5+F4= | κερτομίοις ἐπέεσσι παραβλήδην ἀγορεύων·                      | 0.735
  7  | G4= F4= A4= E4 G4 C5= C5 C5 A4= C5 F4 A4= A4 A4 D5= A4= | G4+B4+D5= F4+A4+C5= A4+C5+E4= E4+G4+B4 G4+B4+D5 C5+E4+G4= C5+E4+G4 C5+E4+G4 A4+C5+E4= C5+E4+G4 F4+A4+C5 A4+C5+E4= A4+C5+E4 A4+C5+E4 D5+F4+A4= A4+C5+E4= | δοιαὶ μὲν Μενελάῳ ἀρηγόνες εἰσὶ θεάων                        | 0.753
  8  | D5= C5= D5= D5= C5= G4 F4 G4= A4 G4 A4= A4 B4 D5= C5= | D5+F4+A4= C5+E4+G4= D5+F4+A4= D5+F4+A4= C5+E4+G4= G4+B4+D5 F4+A4+C5 G4+B4+D5= A4+C5+E4 G4+B4+D5 A4+C5+E4= A4+C5+E4 B4+D5+F4 D5+F4+A4= C5+E4+G4= | Ἥρη τ’Ἀργείη καὶ Ἀλαλκομενηῒς Ἀθήνη.                         | 0.746
  9  | D5= D5= G4= C5= D5= A4 B4 D5= A4 F4 G4= D5 D5 C5= A4= | D5+F4+A4= D5+F4+A4= G4+B4+D5= C5+E4+G4= D5+F4+A4= A4+C5+E4 B4+D5+F4 D5+F4+A4= A4+C5+E4 F4+A4+C5 G4+B4+D5= D5+F4+A4 D5+F4+A4 C5+E4+G4= A4+C5+E4= | Ἀλλ’ ἤτοι ταὶ νόσφι καθήμεναι εἰσορόωσαι                     | 0.740
 10  | D5= C5= D5= A4-F4 A4-F4 G4 G4 E4= G4= G4= D5 D5 D5= A4= | D5+F4+A4= C5+E4+G4= D5+F4+A4= A4+C5-F4+C5 A4+C5-F4+C5 G4+B4+D5 G4+B4+D5 E4+G4+B4= G4+B4+D5= G4+B4+D5= D5+F4+A4 D5+F4+A4 D5+F4+A4= A4+C5+E4= | τέρπεσθον· τῷ δ’αὖτε φιλομειδὴς Ἀφροδίτη                     | 0.730
 11  | G4= A4= A4= D5= D5= C5 D5 A4= D5-B4 B4-G4 E4 B4 D5= D5= | G4+B4+D5= A4+C5+E4= A4+C5+E4= D5+F4+A4= D5+F4+A4= C5+E4+G4 D5+F4+A4 A4+C5+E4= D5+F4-B4+F4 B4+D5-G4+D5 E4+G4+B4 B4+D5+F4 D5+F4+A4= D5+F4+A4= | αἰεὶ παρμέμβλωκε καὶ αὐτοῦ κῆρας ἀμύνει·                     | 0.717
