# Lyresong Tabulature Format
# Title: Odyssey Book 12 - Lyresong A4-G4-E4-A4 for scale E4,F4,G4,A4,B4,C5,D5
# Subtitle: Odyssey Book 12 - 453/453 lines passed prosody validation
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Notes | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
#

  1  | C5= B4 G4 G4= E4 G4 B4-G4 B4 D5 C5= D5 D5 A4= G4 G4 D5-B4 D5= | αὐτὰρ ἐπεὶ ποταμοῖο λίπεν ῥόον Ὠκεανοῖο                                          | 0.736
  2  | A4-F4 G4 D5 D5= B4 G4 A4-F4 G4 D5 D5= B4= G4= B4 D5 G4= E4=  | νηῦς, ἀπὸ δ’ἵκετο κῦμα θαλάσσης εὐρυπόροιο                                       | 0.690
  3  | B4-A4 B4= D5= D5= B4= D5 B4 A4= B4-A4 F4= G4 B4 D5= C5=      | νῆσόν τ’Αἰαίην, ὅθι τ’Ἠοῦς ἠριγενείης                                            | 0.728
  4  | G4= B4 E4 B4= D5 D5 D5= C5 B4 G4= A4 C5 C5= A4 C5 A4= A4=    | οἰκία καὶ χοροί εἰσι καὶ ἀντολαὶ Ἠελίοιο,                                        | 0.788
  5  | D5-C5 A4 B4 A4= F4= A4= E4 G4 B4= A4 A4 C5= F4 A4 E4= E4=    | νῆα μὲν ἔνθ’ ἐλθόντες ἐκέλσαμεν ἐν ψαμάθοισιν,                                   | 0.727
  6  | A4= F4 A4 A4= A4= D5-C5 A4 F4 A4= A4= B4-A4 G4 B4 D5= A4=    | ἐκ δὲ καὶ αὐτοὶ βῆμεν ἐπὶ ῥηγμῖνι θαλάσσης·                                      | 0.709
  7  | D5= G4 A4 B4= D5= G4= D5 C5 D5= B4 D5 D5= D5-B4 A4-F4 A4=    | ἔνθα δ’ἀποβρίξαντες ἐμείναμεν Ἠῶ δῖαν.                                           | 0.717
  8  | B4-G4 E4= E4= B4 D5 D5= D5 D5 D5= C5 D5 D5= F4 A4 A4= A4=    | ἦμος δ’ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,                                          | 0.798
  9  | A4= E4 B4 G4= A4 D5 D5= A4 D5 D5= B4= D5= C5 D5 D5= A4=      | δὴ τότ’ ἐγὼν ἑτάρους προΐειν ἐς δώματα Κίρκης                                    | 0.727
 10  | G4= D5 C5 D5= B4= C5= D5= D5= A4 G4 A4= G4= G4-F4 G4=        | οἰσέμεναι νεκρόν, Ἐλπήνορα τεθνηῶτα.                                             | 0.727
 11  | B4= G4= C5-A4 D5 B4 D5= C5 C5 C5= D5 D5 B4= D5 G4 E4= F4=    | φιτροὺς δ’αἶψα ταμόντες, ὅθ’ ἀκροτάτη πρόεχ’ ἀκτή,                               | 0.753
 12  | A4= F4 F4 C5= D5 B4 A4= B4 A4 B4= E4 F4 G4= F4 C5 F4= F4=    | θάπτομεν ἀχνύμενοι θαλερὸν κατὰ δάκρυ χέοντες.                                   | 0.776
 13  | A4= A4 A4 F4= A4= A4= A4 D5 A4= B4= D5= G4 G4 F4= C5-B4      | αὐτὰρ ἐπεὶ νεκρός τ’ἐκάη καὶ τεύχεα νεκροῦ,                                      | 0.677
 14  | D5= B4= D5= C5= A4= F4 A4 C5= D5= C5= D5 D5 B4= G4=          | τύμβον χεύαντες καὶ ἐπὶ στήλην ἐρύσαντες                                         | 0.708
 15  | D5= G4 A4 F4= A4 D5 B4= D5= A4= G4= D5-C5 G4 G4 G4= B4=      | πήξαμεν ἀκροτάτῳ τύμβῳ εὐῆρες ἐρετμόν.                                           | 0.694
 16  | B4= A4-F4 G4= E4 D5 C5= D5 B4 D5= D5 G4 D5= D5 C5 D5= D5=    | ἡμεῖς μὲν τὰ ἕκαστα διείπομεν· οὐδ’ ἄρα Κίρκην                                   | 0.753
 17  | C5= D5 D5 C5= B4= D5= C5 D5 D5= B4 C5 A4= F4 G4 B4-A4 B4=    | ἐξ Ἀΐδεω ἐλθόντες ἐλήθομεν, ἀλλὰ μάλ’ ὦκα                                        | 0.721
 18  | B4-G4 G4= G4= A4 D5 D5= D5 D5 C5= D5 D5 C5= D5 A4 D5= D5-B4  | ἦλθ’ ἐντυναμένη· ἅμα δ’ἀμφίπολοι φέρον αὐτῇ                                      | 0.748
 19  | B4-A4 C5= D5= D5 C5 D5= B4 D5 D5= B4 A4 B4-A4 G4 F4 A4= C5=  | σῖτον καὶ κρέα πολλὰ καὶ αἴθοπα οἶνον ἐρυθρόν.                                   | 0.716
 20  | G4= G4= D5= G4= G4-F4 G4 A4 D5= C5= C5-B4 A4 B4 D5= C5=      | ἡ δ’ἐν μέσσῳ στᾶσα μετηύδα δῖα θεάων·                                            | 0.710
 21  | D5= A4 G4 A4= D5= C5= A4 C5 D5= D5 A4 B4-G4 D5 D5 D5= D5=    | σχέτλιοι, οἳ ζώοντες ὑπήλθετε δῶμ’ Ἀΐδαο,                                        | 0.685
 22  | B4= D5 D5 D5= D5 C5 D5= B4 D5 D5= D5= A4= D5= B4= E4=        | δισθανέες, ὅτε τ’ἄλλοι ἅπαξ θνήσκουσ’ ἄνθρωποι.                                  | 0.752
 23  | F4= A4 G4 G4= B4 G4 G4= D5= B4= B4= D5= D5 D5 D5-C5 G4=      | ἀλλ’ ἄγετ’ ἐσθίετε βρώμην καὶ πίνετε οἶνον                                       | 0.727
 24  | C5-A4 F4 F4 A4= D5 B4 B4= D5 D5 A4= A4-F4 G4= D5 D5 B4= B4=  | αὖθι πανημέριοι· ἅμα δ’ἠοῖ φαινομένηφι                                           | 0.724
 25  | D5= D5= D5= F4 A4 F4= D5= C5= C5 G4 B4= D5 D5 D5= D5=        | πλεύσεσθ’· αὐτὰρ ἐγὼ δείξω ὁδὸν ἠδὲ ἕκαστα                                       | 0.722
 26  | B4= D5 D5 C5= D5 C5 D5= B4 D5 B4= C5 D5 B4= A4 G4 A4= B4-A4  | σημανέω, ἵνα μή τι κακορραφίῃ ἀλεγεινῇ                                           | 0.752
 27  | B4= G4 E4 G4= F4 G4 B4-A4 C5= D5= C5 A4 B4-A4 C5 D5 D5= B4=  | ἢ ἁλὸς ἢ ἐπὶ γῆς ἀλγήσετε πῆμα παθόντες.                                         | 0.709
